name,online_order,book_table,rating,votes,location,rest_type,dish_liked,cuisines,approx_cost,type
Stoned Monkey,Yes,No,4.3,865,Banashankari,Dessert Parlor,"Nachos, Cup Cake, Hot Chocolate Fudge, Salsa, Cheesy Garlic Bread, Waffles, Tiramisu","Desserts, Ice Cream",500,Desserts
Shri Ram Sweet Centre,No,No,4.0,160,BTM,"Quick Bites, Sweet Shop","Samosa, Dhokla, Ladoo, Sweet Kachori, Onion Kachori, Ghee Jalebi","Street Food, Mithai",150,Desserts
Sweet Truth,Yes,No,3.8,51,JP Nagar,Delivery,"Cheesecake, Chocolate Decadence, Pancakes, Chocolate Cake, Chocolava Cake, Chocolate Fantasy","Bakery, Desserts",500,Desserts
Pancuzzi,Yes,No,4.2,171,JP Nagar,Cafe,"Waffles, Burgers, Masala Fries, Crunchy Veg Burger, Tiramisu, Chocolate Pancakes, Oreo Shake","Cafe, Beverages, Desserts",600,Desserts
WAFL,Yes,No,4.0,41,Bannerghatta Road,Food Court,Waffles,"Cafe, Fast Food, Desserts, Beverages",400,Desserts
World of Waffles,Yes,No,3.9,181,JP Nagar,Dessert Parlor,"Waffles, Nutella Pancakes, Nutella Waffle, Mexican Fries, Chocolate Fondue, Chocolate Overload, Ferrero Rocher",Desserts,400,Desserts
Rock Stone Ice Cream Factory,Yes,No,4.0,131,BTM,Dessert Parlor,"Icecream Cake, Brownie, Waffles, Chocolate Icecreams, Thick Shakes",Ice Cream,230,Desserts
TAB - Take A Break,No,No,4.1,523,JP Nagar,Cafe,"Pizza, Salads, Pasta, Sandwiches, Veg Quiche, Coffee, Tea","Cafe, Continental, Italian",550,Desserts
Shagun Sweets & Foods,Yes,No,3.5,221,BTM,"Sweet Shop, Quick Bites","Chaat, Chole Bhature, Raj Kachori, Thali, Rasmalai, Paratha, Pav Bhaji","Mithai, North Indian, Street Food, Chinese",400,Desserts
Taaza Mithai,Yes,No,3.9,48,JP Nagar,Sweet Shop,Samosa,"Mithai, Street Food",100,Desserts
The Chocolate Room,Yes,No,3.9,153,JP Nagar,Food Court,"Brownie, Coffee, Hot Chocolate, Garlic Pops, Chocolate Waffles, Chocolate Avalanche","Cafe, Desserts",400,Desserts
Kirthi's Biryani,Yes,No,3.8,145,Banashankari,Cafe,"Pasta, Gelato, Garlic Bread, Mojito, Nachos, Paneer Pizza, Mocktails","Chinese, Cafe, Italian",700,Desserts
Bun Town,Yes,No,4.0,204,BTM,"Cafe, Bakery","Tea, Chocolate Muffin, Veg Burger, Coffee, Burgers, Brownie, Donut","Cafe, Bakery",500,Desserts
Cream Stone,No,No,4.0,321,JP Nagar,Dessert Parlor,"Paan Ice Cream, Chocolava, Nutella Brownie, Ferrero Rocher, Waffles, Hot Chocolate Fudge, Chocolate Icecreams","Desserts, Beverages",500,Desserts
Arun Icecreams,No,No,3.4,6,JP Nagar,Dessert Parlor,NA,Ice Cream,200,Desserts
Sri Devi Baker's,No,No,3.9,41,BTM,"Bakery, Quick Bites","Ginger Tea, Chai, Coffee","Bakery, Street Food",200,Desserts
Cold Stone Creamery,Yes,No,3.9,102,Bannerghatta Road,Dessert Parlor,"Brownie, Chocolate Devotion, Icecream Cake, Cotton Candy Ice Cream, Coffee, Strawberry Smoothie","Ice Cream, Desserts",400,Desserts
Cariocake,No,No,3.9,56,JP Nagar,Bakery,NA,"Bakery, Desserts",350,Desserts
Asha Sweets Centre,Yes,No,3.9,42,JP Nagar,Dessert Parlor,"Rabri, Panipuri, Badam Milk, Kachori, Moong Dal Halwa","Mithai, Street Food",250,Desserts
Venkateshwara Sweets and Restaurant,No,No,3.6,41,JP Nagar,"Casual Dining, Sweet Shop",NA,"South Indian, Mithai, Chinese, North Indian",400,Desserts
Ice Land,Yes,No,3.6,34,JP Nagar,Dessert Parlor,"Prompt Service, Friendly Staff","Ice Cream, Desserts",300,Desserts
Kulfi & More,Yes,No,3.7,47,BTM,Dessert Parlor,"Faluda, Rabri, Malai Kulfi","Ice Cream, Beverages",200,Desserts
Multi Cakes,No,No,3.7,44,JP Nagar,Dessert Parlor,"Irish Coffee, Eggless Cake","Bakery, Desserts",200,Desserts
Cake Art,No,No,2.9,27,JP Nagar,"Bakery, Quick Bites",NA,Bakery,400,Desserts
Frozen Bottle,Yes,No,3.7,60,JP Nagar,Beverage Shop,NA,"Beverages, Desserts, Ice Cream",400,Desserts
Bake Addiction,Yes,No,4.1,91,JP Nagar,Bakery,"Cup Cake, Swiss Roll","Bakery, Desserts",500,Desserts
Pabrai's Fresh and Naturelle Icecreams,No,No,3.7,118,BTM,Dessert Parlor,"Apple Pie Ice Cream, Nolen Gur, Paan Ice Cream, Chocolate Fudge, Gur Ice Cream","Ice Cream, Desserts",300,Desserts
Good Bread,No,No,3.6,14,JP Nagar,Bakery,NA,"Bakery, Desserts",300,Desserts
90's Cafe,No,No,0,0,JP Nagar,Quick Bites,NA,"Fast Food, Burger",500,Desserts
Thanco's Natural Ice Creams,No,No,3.2,10,Banashankari,Dessert Parlor,NA,Ice Cream,300,Desserts
RP Sweets,No,No,3.4,9,BTM,Sweet Shop,NA,Mithai,300,Desserts
"Malnad Blossom, Coffee & Cream",No,No,3.8,33,JP Nagar,Cafe,NA,Cafe,300,Desserts
Cake Yard,No,No,3.4,30,Basavanagudi,Dessert Parlor,NA,Desserts,250,Desserts
Gelato Pazzo,No,No,3.8,47,BTM,Dessert Parlor,NA,Desserts,200,Desserts
M. R. G Sweets Angadi,No,No,3.3,9,JP Nagar,"Quick Bites, Sweet Shop",NA,"Street Food, Mithai",150,Desserts
Shivaay's Cafe,No,No,0,0,Wilson Garden,"Cafe, Dessert Parlor",NA,"Cafe, Desserts, Fast Food",400,Desserts
Bombay Kulfis,No,No,3.3,11,JP Nagar,Dessert Parlor,NA,Ice Cream,200,Desserts
The Cake Shop Mayura,No,No,3.6,13,JP Nagar,Bakery,NA,"Bakery, Desserts",800,Desserts
Juice Shop,Yes,No,3.5,22,BTM,"Takeaway, Delivery",NA,"Juices, Beverages, Ice Cream",150,Desserts
Protein Grillhouse,Yes,Yes,4.3 ,191,Jayanagar,Casual Dining,"Rice Bowl, Salads, Pasta, Burgers, Pancakes, Nachos, Salad","Healthy Food, Continental, Juices, Salad, Burger, Beverages, Desserts",800,Dine-out
Sea Lions BBQ & Grills,No,Yes,4.6 ,545,Jayanagar,Casual Dining,"Neer Dosa, Mutton Biryani, Brownie, Paan Ice Cream, Cocktails, Mocktails, Vegetable Biryani","North Indian, Chinese, Mughlai, Mexican, BBQ","1,100",Dine-out
Fusion Theory,Yes,Yes,4.1 ,218,Jayanagar,Casual Dining,"Aam Panna, Pasta, Chinese Bhel, Biryani, Paneer Tikka, Veg Pulao, Pav Bhaji","Continental, Biryani, Desserts, Italian, North Indian, Chinese, Modern Indian, Asian",700,NA
Subz,Yes,Yes,4.2 ,2031,Jayanagar,Casual Dining,"Veg Buffet, Pasta, Salads, Rasmalai, Chaat, Biryani, Fries","North Indian, South Indian","1,000",Dine-out
Meghana Foods,Yes,No,4.5 ,4455,Jayanagar,Casual Dining,"Chicken Boneless Biryani, Hyderabadi Biryani, Paneer Biryani, Tandoori Chicken, Chicken Kebab, Vegetable Biryani, Raita","Biryani, North Indian, Chinese",600,Dine-out
Gufha - The President Hotel,Yes,Yes,4.1 ,1889,Jayanagar,Casual Dining,"Cocktails, Paneer Tikka, Rasmalai, Rabri, Biryani, Chicken Curry, Masala Papad","North Indian, Mughlai, Afghan","1,200",Dine-out
1947,No,Yes,4.1 ,2317,Jayanagar,Casual Dining,"Palak Paneer, Aam Panna, Crispy Corn, Gajar Ka Halwa, Panipuri, Kulfi, Salads","North Indian, Chinese",950,Dine-out
Go Native,Yes,Yes,4.3 ,1268,Jayanagar,"Casual Dining, Cafe","Mushroom Soup, Salads, Halwa, Thali, Salad, Millet Pizza, Misal Pav","Healthy Food, Cafe, Beverages",800,NA
Cable Car,Yes,Yes,4.3 ,1257,Jayanagar,Casual Dining,"Pasta, Salads, Mocktails, Veg Buffet, Paneer Tikka, Biryani, Falafel","North Indian, Italian","1,000",NA
Chutney Chang,Yes,Yes,4.1 ,2345,Jayanagar,Casual Dining,"Veg Momos, Brownie Chocolate, Palak Chaat, Mutton Biryani, Dahipuri, Fish, Sea Food","North Indian, Chinese, BBQ","1,500",Dine-out
Thyme & Whisk,Yes,No,4.2 ,78,Jayanagar,Casual Dining,"Pizza, Momos, Pasta, Brownie, Nachos, Hot Chocolate, Waffles","Asian, Chinese, Continental, Italian",800,Dine-out
Al-Bek,Yes,No,4.0 ,692,Jayanagar,Casual Dining,"Biryani, Chicken Shawarama, Chicken Grill, Pepper Chicken, Chicken Shwarma Roll, Chicken Tikka, Punjabi Chicken","North Indian, Mughlai, Chinese, Seafood",650,Dine-out
Ranganna Military Hotel,No,No,4.2 ,734,Jayanagar,Quick Bites,"Mutton Biryani, Mutton Chops, Chicken Biryani, Chicken Fry, Paya, Mutton Fry, Chilli Chicken","South Indian, Biryani",350,Dine-out
Kapoor's Cafe,Yes,No,4.0 ,169,Jayanagar,Casual Dining,"Lassi, French Fries, Cheese Balls, Paneer Pakora, Dal Makhani, Buttermilk, Masala Fries",North Indian,800,Dine-out
Shanmukha,Yes,No,4.3 ,2020,Jayanagar,Casual Dining,"Egg Biryani, Egg Chilli, Mutton Biryani, Hyderabadi Biryani, Naan, Raita, Shanmukha Biryani","Biryani, Andhra, North Indian, Chinese",800,Dine-out
Eshanya,Yes,Yes,4.1 ,1082,Jayanagar,Casual Dining,"Spring Roll, Vanilla Ice Cream, Veg Thali, Biryani, Thandai, Roti, Tikka","North Indian, Chinese","1,000",Dine-out
Mainland China,Yes,Yes,4.3 ,891,Jayanagar,Casual Dining,"Tai Pai Chicken, Momos, Kimchi, Veg Hakka Noodles, Dumplings, Vanilla Ice Cream, Spring Roll","Chinese, Momos","1,700",Dine-out
Central Jail Restaurant,Yes,No,3.7 ,420,Jayanagar,Casual Dining,"Lime Soda, Manchow Soup, Biryani, Lemon Chicken, Tomato Soup, Butter Naan, Chilli Chicken","Andhra, Seafood, North Indian, Chinese",700,Dine-out
Andhra Ruchulu,Yes,Yes,4.1 ,672,Jayanagar,"Casual Dining, Bar","Andhra Meal, Mutton Biryani, Chicken Sholay, Chicken Biryani, Chicken Guntur, Andhra Thali, Guava Ice Cream","Andhra, Biryani, North Indian, Chinese","1,000",Dine-out
